file,expression,valence,arousal
Dataset\images\2875.jpg,4,-0.149432,0.787009
Dataset\images\2876.jpg,4,-0.111305,0.754936
Dataset\images\2877.jpg,5,-0.711698,0.427019
Dataset\images\2878.jpg,5,-0.612672,0.478183
Dataset\images\2879.jpg,3,-0.029036,0.474255
Dataset\images\288.jpg,7,-0.232288,0.503291
Dataset\images\2880.jpg,5,-0.754936,0.498451
Dataset\images\2881.jpg,2,-0.880952,-0.325397
Dataset\images\2882.jpg,5,-0.730159,0.412698
Dataset\images\2884.jpg,6,-0.420635,0.833333
Dataset\images\2886.jpg,4,-0.182588,0.59889
Dataset\images\2887.jpg,3,0.214286,0.920635
Dataset\images\2888.jpg,6,-0.484127,0.15873
Dataset\images\2889.jpg,6,-0.202726,0.465838
Dataset\images\289.jpg,5,-0.714286,0.468254
Dataset\images\2890.jpg,0,0.0193573,-0.00967867
Dataset\images\2891.jpg,1,0.849206,-0.0714286
Dataset\images\2892.jpg,6,-0.336855,0.593324
Dataset\images\2893.jpg,6,-0.488145,0.811915
Dataset\images\2894.jpg,6,-0.349206,0.404762
Dataset\images\2895.jpg,7,-0.246806,0.29036
Dataset\images\2896.jpg,1,0.531746,0.0
Dataset\images\2898.jpg,1,0.842044,0.14518
Dataset\images\29.jpg,7,-0.18254,0.563492
Dataset\images\290.jpg,3,0.119048,0.667989
Dataset\images\2902.jpg,4,-0.0396825,0.873016
Dataset\images\2903.jpg,0,0.01294,0.00431332
Dataset\images\2904.jpg,1,0.883675,0.0216057
Dataset\images\2905.jpg,2,-0.734956,-0.336855
Dataset\images\2906.jpg,2,-0.460317,-0.198413
Dataset\images\2907.jpg,3,0.333914,0.822687
Dataset\images\2909.jpg,0,0.0,-0.0114837
Dataset\images\291.jpg,3,0.363618,0.547918
Dataset\images\2910.jpg,5,-0.692137,0.407732
Dataset\images\2912.jpg,4,-0.0532327,0.929152
Dataset\images\2915.jpg,6,-0.301587,0.634921
Dataset\images\2916.jpg,6,-0.438596,0.732435
Dataset\images\2917.jpg,7,-0.629144,0.629144
Dataset\images\2918.jpg,2,-0.866706,-0.209205
Dataset\images\2919.jpg,5,-0.562861,0.503088
Dataset\images\2921.jpg,1,0.724638,0.0733264
Dataset\images\2923.jpg,5,-0.730159,0.460317
Dataset\images\2924.jpg,7,-0.314557,0.333914
Dataset\images\2925.jpg,5,-0.488773,0.677507
Dataset\images\2932.jpg,7,-0.634921,0.619048
Dataset\images\2934.jpg,0,0.0238095,0.00793651
Dataset\images\2936.jpg,3,0.15873,0.84127
Dataset\images\2937.jpg,4,-0.119048,0.769841
Dataset\images\2938.jpg,3,0.36295,0.658149
Dataset\images\2939.jpg,4,-0.106465,0.764615
Dataset\images\294.jpg,7,-0.464576,0.517809
Dataset\images\2940.jpg,4,-0.112146,0.772084
Dataset\images\2941.jpg,0,-0.00432115,-0.0108029
Dataset\images\2942.jpg,2,-0.609756,-0.367789
Dataset\images\2944.jpg,2,-0.154859,-0.358111
Dataset\images\2945.jpg,3,-0.0714286,0.484127
Dataset\images\2946.jpg,2,-0.478778,-0.138026
Dataset\images\2949.jpg,3,0.15873,0.936508
Dataset\images\295.jpg,5,-0.416183,0.658149
Dataset\images\2950.jpg,0,0.0,0.0215666
Dataset\images\2951.jpg,2,-0.714286,-0.333333
Dataset\images\2952.jpg,5,-0.753266,0.479351
Dataset\images\2954.jpg,5,-0.754936,0.469415
Dataset\images\2956.jpg,7,-0.29036,0.527487
Dataset\images\2957.jpg,2,-0.246032,-0.380952
Dataset\images\2962.jpg,0,0.00793651,-0.015873
Dataset\images\2963.jpg,5,-0.754936,0.36295
Dataset\images\2966.jpg,6,-0.380952,0.515873
Dataset\images\2967.jpg,2,-0.79199,-0.249054
Dataset\images\2968.jpg,2,-0.491718,-0.11646
Dataset\images\297.jpg,1,0.762104,0.338713
Dataset\images\2970.jpg,1,0.565045,-0.0733264
Dataset\images\2971.jpg,0,-0.0629216,-0.271821
Dataset\images\2973.jpg,5,-0.730739,0.440379
Dataset\images\2975.jpg,2,-0.83682,-0.154413
Dataset\images\2976.jpg,6,-0.404762,0.68254
Dataset\images\2977.jpg,0,0.00862664,-0.0431332
Dataset\images\2978.jpg,3,-0.0842815,0.890223
Dataset\images\2979.jpg,5,-0.721061,0.445219
Dataset\images\298.jpg,7,0.329075,0.0338753
Dataset\images\2980.jpg,2,-0.365079,-0.222222
Dataset\images\2981.jpg,7,-0.642646,0.642646
Dataset\images\2982.jpg,7,-0.614595,0.711382
Dataset\images\2983.jpg,3,0.393505,0.582785
Dataset\images\2984.jpg,3,0.146653,0.577985
Dataset\images\2986.jpg,7,-0.648471,0.662989
Dataset\images\2987.jpg,7,-0.65873,0.65873
Dataset\images\2988.jpg,0,0.0,-0.304878
Dataset\images\2989.jpg,7,-0.595238,0.706543
Dataset\images\299.jpg,4,-0.087108,0.880759
Dataset\images\2990.jpg,1,0.777778,0.277778
Dataset\images\2992.jpg,5,-0.779133,0.430701
Dataset\images\2993.jpg,5,-0.774293,0.498451
Dataset\images\2994.jpg,3,0.166667,0.642857
Dataset\images\2996.jpg,7,-0.498451,0.711382
Dataset\images\2997.jpg,7,-0.658149,0.662989
Dataset\images\2998.jpg,4,-0.0793651,0.801587
Dataset\images\2999.jpg,6,-0.760184,0.444636
Dataset\images\3.jpg,0,0.00483933,-0.00483933
Dataset\images\30.jpg,3,0.0689021,0.750268
Dataset\images\300.jpg,5,-0.759775,0.454897
Dataset\images\3001.jpg,0,-0.0338753,-0.0629113
Dataset\images\3002.jpg,6,-0.293651,0.420635
Dataset\images\3005.jpg,5,-0.750518,0.431332
Dataset\images\3008.jpg,7,-0.474255,0.512969
Dataset\images\3010.jpg,2,-0.392512,-0.120773
Dataset\images\3012.jpg,1,0.495154,0.126422
Dataset\images\3014.jpg,3,0.343694,0.567842
Dataset\images\3015.jpg,5,-0.681504,0.431332
Dataset\images\3017.jpg,4,-0.224148,0.876669
Dataset\images\3019.jpg,3,0.358637,0.532975
Dataset\images\302.jpg,7,-0.305154,0.501055
Dataset\images\3020.jpg,1,0.479351,0.0895491
Dataset\images\3021.jpg,5,-0.880952,0.412698
Dataset\images\3022.jpg,6,-0.40633,0.76276
Dataset\images\3023.jpg,3,0.172533,0.664251
Dataset\images\3024.jpg,6,-0.446429,0.665727
Dataset\images\3025.jpg,5,-0.660173,0.465368
Dataset\images\3027.jpg,1,0.807686,0.256469
Dataset\images\3028.jpg,0,-0.0483933,-0.07259
Dataset\images\303.jpg,5,-0.764615,0.474255
Dataset\images\3033.jpg,0,0.0,-0.00431332
Dataset\images\3034.jpg,2,-0.626984,-0.269841
Dataset\images\3035.jpg,6,-0.643631,0.36295
Dataset\images\3038.jpg,0,0.0819531,-0.0258799
Dataset\images\3039.jpg,4,-0.0583355,0.533662
Dataset\images\304.jpg,6,-0.478183,0.811915
Dataset\images\3040.jpg,6,-0.539683,0.0952381
Dataset\images\3042.jpg,2,-0.821877,-0.268978
Dataset\images\3043.jpg,3,0.111305,0.856562
Dataset\images\3044.jpg,6,-0.116144,0.329075
Dataset\images\3045.jpg,3,0.10352,0.470152
Dataset\images\3046.jpg,1,0.396825,0.103175
Dataset\images\3047.jpg,4,-0.15873,0.738095
Dataset\images\3049.jpg,4,-0.058072,0.808169
Dataset\images\305.jpg,5,-0.813008,0.479094
Dataset\images\3050.jpg,7,-0.662989,0.662989
Dataset\images\3051.jpg,1,0.539683,0.00793651
Dataset\images\3052.jpg,0,0.00793651,0.015873
Dataset\images\3053.jpg,1,0.473322,-0.0573723
Dataset\images\3054.jpg,4,0.246806,0.754936
Dataset\images\3056.jpg,7,-0.154859,0.624274
Dataset\images\3059.jpg,6,-0.716221,0.527487
Dataset\images\3063.jpg,7,-0.642646,0.642646
Dataset\images\3064.jpg,6,-0.237233,0.543478
Dataset\images\3066.jpg,7,-0.623947,0.65457
Dataset\images\3067.jpg,2,-0.632111,-0.26338
Dataset\images\307.jpg,5,-0.865079,0.373016
Dataset\images\3071.jpg,0,0.0873016,-0.047619
Dataset\images\3072.jpg,2,-0.759144,-0.250173
Dataset\images\3073.jpg,3,-0.214286,0.880952
Dataset\images\3074.jpg,5,-0.912698,0.365079
Dataset\images\3075.jpg,2,-0.608636,-0.294748
Dataset\images\3076.jpg,1,0.875919,0.101626
Dataset\images\3077.jpg,0,-0.00483933,-0.014518
Dataset\images\3080.jpg,2,-0.383885,-0.120773
Dataset\images\3081.jpg,5,-0.920635,0.333333
Dataset\images\3082.jpg,1,0.811209,-0.279182
Dataset\images\3083.jpg,1,0.880952,0.277778
Dataset\images\3084.jpg,7,-0.537956,0.677426
Dataset\images\3085.jpg,3,-0.0677507,0.793651
Dataset\images\3087.jpg,7,-0.269841,0.333333
Dataset\images\3088.jpg,3,0.358196,0.747998
Dataset\images\3089.jpg,0,0.0,0.0238095
Dataset\images\309.jpg,5,-0.644841,0.449972
Dataset\images\3090.jpg,1,0.396825,0.043554
Dataset\images\3091.jpg,6,-0.47619,0.412698
Dataset\images\3092.jpg,6,-0.146653,0.370945
Dataset\images\3093.jpg,6,-0.434275,0.710829
Dataset\images\3094.jpg,5,-0.735579,0.503291
Dataset\images\3095.jpg,2,-0.530538,-0.176846
Dataset\images\3096.jpg,6,-0.301587,0.65873
Dataset\images\3097.jpg,3,0.0862664,0.560732
Dataset\images\3098.jpg,4,-0.087108,0.774293
Dataset\images\3099.jpg,2,-0.856744,-0.27894
Dataset\images\31.jpg,0,-0.316056,-0.15276
Dataset\images\310.jpg,1,0.507936,0.0634921
Dataset\images\3102.jpg,7,-0.62954,0.649718
Dataset\images\3104.jpg,7,-0.666667,0.634921
Dataset\images\3106.jpg,7,-0.425861,0.479094
Dataset\images\3107.jpg,6,-0.436508,0.785714
Dataset\images\3109.jpg,0,0.0236518,0.0
Dataset\images\311.jpg,3,0.450058,0.783972
Dataset\images\3110.jpg,5,-0.571429,0.468254
Dataset\images\3111.jpg,6,-0.396825,0.764615
Dataset\images\3114.jpg,4,-0.205255,0.877193
Dataset\images\3115.jpg,0,-0.029036,0.0774293
Dataset\images\3117.jpg,4,-0.110375,0.764743
Dataset\images\3118.jpg,3,0.333914,0.687185
Dataset\images\3119.jpg,5,-0.801573,0.291677
Dataset\images\312.jpg,4,-0.111305,0.754936
Dataset\images\3120.jpg,3,0.15873,0.746032
Dataset\images\3122.jpg,6,-0.471005,0.423472
Dataset\images\3124.jpg,5,-0.761905,0.404762
Dataset\images\3125.jpg,4,-0.295199,0.774293
Dataset\images\3126.jpg,5,-0.488773,0.648471
Dataset\images\3127.jpg,0,-0.168563,-0.389802
Dataset\images\3128.jpg,3,0.253968,0.801587
Dataset\images\3129.jpg,7,-0.531463,0.637755
Dataset\images\313.jpg,2,-0.866706,-0.159394
Dataset\images\3130.jpg,7,-0.358111,0.469415
Dataset\images\3131.jpg,7,-0.653182,0.647914
Dataset\images\3132.jpg,0,-0.0396825,-0.031746
Dataset\images\3133.jpg,1,0.532027,0.13169
Dataset\images\3134.jpg,4,-0.126984,0.84127
Dataset\images\3135.jpg,7,-0.232288,0.687185
Dataset\images\3136.jpg,1,0.512969,0.058072
Dataset\images\3138.jpg,6,-0.448296,0.816896
Dataset\images\3139.jpg,1,0.796203,0.183739
Dataset\images\314.jpg,5,-0.764615,0.43554
Dataset\images\3141.jpg,0,0.116144,-0.275842
Dataset\images\3143.jpg,4,-0.07259,0.672667
Dataset\images\3145.jpg,0,-0.453013,0.179098
Dataset\images\3146.jpg,4,-0.0822687,0.667828
Dataset\images\3149.jpg,7,-0.722222,0.619048
Dataset\images\3152.jpg,6,-0.420635,0.904762
Dataset\images\3153.jpg,5,-0.849206,0.404762
Dataset\images\3154.jpg,3,0.555556,0.761905
Dataset\images\3155.jpg,2,-0.780423,-0.244709
Dataset\images\3157.jpg,0,0.015873,0.0238095
Dataset\images\3158.jpg,2,-0.648384,-0.318878
Dataset\images\3159.jpg,4,-0.261324,0.7259
Dataset\images\316.jpg,4,-0.0634921,0.619048
Dataset\images\3160.jpg,5,-0.774293,0.43554
Dataset\images\3162.jpg,6,-0.238095,0.626984
Dataset\images\3163.jpg,3,0.140341,0.474255
Dataset\images\3164.jpg,4,-0.238095,0.880952
Dataset\images\3165.jpg,1,0.547619,0.015873
Dataset\images\3166.jpg,2,-0.406872,-0.218505
Dataset\images\3167.jpg,3,0.522648,0.803329
Dataset\images\3168.jpg,4,-0.0793651,0.777778
Dataset\images\3169.jpg,7,-0.571041,0.609756
Dataset\images\317.jpg,6,-0.388889,0.769841
Dataset\images\3170.jpg,5,-0.353271,0.193573
Dataset\images\3172.jpg,1,0.849206,0.103175
Dataset\images\3173.jpg,0,-0.158028,-0.331858
Dataset\images\3174.jpg,2,-0.872872,-0.319765
Dataset\images\3175.jpg,2,-0.711382,-0.227449
Dataset\images\3176.jpg,0,-0.00403551,0.0242131
Dataset\images\3177.jpg,6,-0.241967,0.551684
Dataset\images\3178.jpg,7,-0.595238,0.664251
Dataset\images\3179.jpg,3,-0.198413,0.896825
Dataset\images\318.jpg,5,-0.666667,0.698413
Dataset\images\3181.jpg,1,0.516224,0.0842815
Dataset\images\3182.jpg,2,-0.142857,-0.666667
Dataset\images\3185.jpg,0,-0.0474465,0.107833
Dataset\images\3186.jpg,6,-0.72166,0.442478
Dataset\images\3188.jpg,3,0.058072,0.440379
Dataset\images\3189.jpg,1,0.800264,0.0992063
Dataset\images\319.jpg,2,-0.965608,-0.152116
Dataset\images\3190.jpg,4,-0.200169,0.769069
Dataset\images\3191.jpg,6,-0.72166,0.468816
Dataset\images\3192.jpg,6,-0.212215,0.439959
Dataset\images\3193.jpg,7,-0.375013,0.478204
Dataset\images\3194.jpg,6,-0.401665,0.764615
Dataset\images\3195.jpg,2,-0.912698,-0.166667
Dataset\images\3196.jpg,4,-0.129508,0.856744
Dataset\images\3198.jpg,6,-0.641534,0.37037
Dataset\images\320.jpg,0,0.00793651,0.0
Dataset\images\3200.jpg,2,-0.94367,-0.0677507
Dataset\images\3201.jpg,3,0.0603865,0.375259
Dataset\images\3202.jpg,2,-0.496032,-0.138026
Dataset\images\3203.jpg,0,0.0747161,0.0398486
Dataset\images\3204.jpg,1,0.853175,0.171958
Dataset\images\3209.jpg,1,0.761905,-0.507936
Dataset\images\321.jpg,0,-0.382307,0.0967867
Dataset\images\3210.jpg,4,-0.111111,0.849206
Dataset\images\3212.jpg,1,0.912698,0.31746
Dataset\images\3213.jpg,6,-0.409585,0.723473
Dataset\images\3215.jpg,6,-0.447864,0.723473
Dataset\images\3216.jpg,7,-0.632111,0.653182
Dataset\images\3217.jpg,0,-0.00793651,0.00793651
Dataset\images\3218.jpg,0,0.0629216,-0.0151012
Dataset\images\3219.jpg,7,-0.662989,0.65331
Dataset\images\322.jpg,2,-0.483092,-0.125086
Dataset\images\3220.jpg,0,-0.0873016,-0.0634921
Dataset\images\3221.jpg,4,-0.209205,0.866706
Dataset\images\3222.jpg,2,-0.815217,-0.271739
Dataset\images\3223.jpg,2,-0.699824,-0.263403
Dataset\images\3224.jpg,4,-0.122493,0.734956
Dataset\images\3225.jpg,3,-0.150019,0.803329
Dataset\images\3226.jpg,3,0.358111,0.706543
Dataset\images\3227.jpg,0,0.13947,0.069735
Dataset\images\3228.jpg,7,-0.642646,0.674252
Dataset\images\3229.jpg,6,-0.750097,0.512969
Dataset\images\3232.jpg,5,-0.674603,0.484127
Dataset\images\3233.jpg,2,-0.664251,-0.198413
Dataset\images\3235.jpg,1,0.896825,-0.047619
Dataset\images\3236.jpg,3,0.235503,0.738916
Dataset\images\3237.jpg,1,0.813008,0.130662
Dataset\images\3239.jpg,5,-0.758533,0.489886
Dataset\images\3240.jpg,3,0.0634921,0.769841
Dataset\images\3241.jpg,1,0.936508,0.126984
Dataset\images\3242.jpg,5,-0.81746,0.388889
Dataset\images\3243.jpg,5,-0.515873,0.523809
Dataset\images\3244.jpg,0,-0.047619,-0.0555556
Dataset\images\3245.jpg,6,-0.363618,0.438334
Dataset\images\3246.jpg,6,-0.51305,0.821877
Dataset\images\3247.jpg,2,-0.349206,-0.174603
Dataset\images\3248.jpg,5,-0.758361,0.304641
Dataset\images\3249.jpg,2,-0.873016,-0.349206
Dataset\images\3251.jpg,3,0.119048,0.547619
Dataset\images\3252.jpg,7,-0.314557,0.377468
Dataset\images\3253.jpg,3,0.503291,0.711382
Dataset\images\3254.jpg,1,0.5,-0.166667
Dataset\images\3255.jpg,5,-0.319765,0.535822
Dataset\images\3256.jpg,2,-0.825397,-0.325397
Dataset\images\3257.jpg,2,-0.787009,-0.229129
Dataset\images\3258.jpg,7,-0.479094,0.50813
Dataset\images\3260.jpg,6,-0.711125,0.442478
Dataset\images\3261.jpg,4,-0.154413,0.841801
Dataset\images\3262.jpg,0,0.00498107,0.0896593
Dataset\images\3263.jpg,5,-0.706508,0.196612
Dataset\images\3264.jpg,2,-0.879688,-0.310788
Dataset\images\3265.jpg,4,-0.0919473,0.774293
Dataset\images\3267.jpg,3,0.230159,0.920635
Dataset\images\3269.jpg,6,-0.380952,0.857143
Dataset\images\327.jpg,2,-0.796971,-0.229129
Dataset\images\3270.jpg,7,-0.648471,0.658149
Dataset\images\3271.jpg,5,-0.711382,0.682346
Dataset\images\3272.jpg,5,-0.595238,0.484127
Dataset\images\3275.jpg,0,0.0,-0.0038279
Dataset\images\3276.jpg,0,0.00793651,0.015873
Dataset\images\3277.jpg,7,-0.179055,0.304878
Dataset\images\3278.jpg,4,-0.029036,0.875919
Dataset\images\3279.jpg,6,-0.119048,0.357143
Dataset\images\328.jpg,5,-0.817847,0.367789
Dataset\images\3280.jpg,1,0.500345,-0.112146
Dataset\images\3281.jpg,3,0.179055,0.735579
Dataset\images\3282.jpg,1,0.5,-0.047619
Dataset\images\3284.jpg,5,-0.730739,0.377468
Dataset\images\3285.jpg,3,0.261905,0.865079
Dataset\images\3286.jpg,0,0.0,-0.00793651
Dataset\images\3288.jpg,2,-0.849206,-0.349206
Dataset\images\329.jpg,3,0.269841,0.801587
Dataset\images\3291.jpg,3,0.368599,0.617653
Dataset\images\3293.jpg,7,-0.619435,0.662989
Dataset\images\3294.jpg,1,0.730159,0.349206
Dataset\images\3295.jpg,7,-0.558365,0.668984
Dataset\images\3296.jpg,6,-0.5689,0.753266
Dataset\images\3297.jpg,1,0.836784,0.107833
Dataset\images\330.jpg,7,-0.633953,0.633953
Dataset\images\3301.jpg,4,-0.0701809,0.961738
Dataset\images\3302.jpg,4,-0.0822687,0.658149
Dataset\images\3303.jpg,4,0.212931,0.79849
Dataset\images\3305.jpg,6,-0.214286,0.373016
Dataset\images\3306.jpg,0,-0.00431332,-0.01294
Dataset\images\3307.jpg,6,-0.663717,0.674252
Dataset\images\3309.jpg,2,-0.388889,-0.166667
Dataset\images\331.jpg,0,-0.300253,0.105352
Dataset\images\3311.jpg,5,-0.831821,0.386743
Dataset\images\3312.jpg,2,-0.484127,-0.365079
Dataset\images\3314.jpg,4,-0.116144,0.609756
Dataset\images\3315.jpg,3,0.0301932,0.336439
Dataset\images\3316.jpg,2,-0.696864,-0.300039
Dataset\images\3317.jpg,7,-0.410688,0.483469
Dataset\images\3318.jpg,6,-0.107833,0.332126
Dataset\images\332.jpg,6,-0.409585,0.463176
Dataset\images\3320.jpg,7,-0.677507,0.687185
Dataset\images\3321.jpg,2,-0.103175,-0.293651
Dataset\images\3323.jpg,5,-0.728951,0.457212
Dataset\images\3324.jpg,6,-0.150794,0.373016
Dataset\images\3326.jpg,2,-0.222222,-0.373016
Dataset\images\3327.jpg,3,0.358111,0.667828
Dataset\images\3328.jpg,3,-0.214286,0.880952
Dataset\images\3329.jpg,3,0.206349,0.960317
Dataset\images\333.jpg,2,-0.68254,-0.293651
Dataset\images\3330.jpg,6,-0.409765,0.780711
Dataset\images\3331.jpg,3,0.222609,0.788811
Dataset\images\3332.jpg,1,0.698413,0.349206
Dataset\images\3333.jpg,0,0.0919473,0.0822687
Dataset\images\3334.jpg,5,-0.753968,0.444444
Dataset\images\3337.jpg,1,0.36295,0.00967867
Dataset\images\3338.jpg,0,0.00793651,0.0396825
Dataset\images\3339.jpg,6,-0.126984,0.285714
Dataset\images\334.jpg,7,-0.531058,0.568811
Dataset\images\3340.jpg,0,0.01294,-0.0301932
Dataset\images\3341.jpg,1,0.285714,0.0952381
Dataset\images\3344.jpg,5,-0.745257,0.430701
Dataset\images\3345.jpg,7,-0.537956,0.682407
Dataset\images\3346.jpg,1,0.555556,0.0
Dataset\images\3349.jpg,6,-0.452381,0.769841
Dataset\images\335.jpg,1,0.626984,0.198413
Dataset\images\3350.jpg,7,-0.485755,0.458069
Dataset\images\3351.jpg,1,0.890437,0.150019
Dataset\images\3352.jpg,4,-0.0483933,0.953349
Dataset\images\3353.jpg,6,-0.795407,0.468816
Dataset\images\3354.jpg,0,0.00793651,0.0238095
Dataset\images\3355.jpg,5,-0.759775,0.367789
Dataset\images\3357.jpg,1,0.365079,0.015873
Dataset\images\3358.jpg,7,-0.271003,0.304878
Dataset\images\3359.jpg,6,-0.11646,0.314872
Dataset\images\336.jpg,6,-0.07259,0.827526
Dataset\images\3361.jpg,2,-0.603175,-0.222222
Dataset\images\3362.jpg,4,-0.0995253,0.608636
Dataset\images\3363.jpg,4,-0.0714286,0.746032
Dataset\images\3365.jpg,2,-0.625377,-0.161995
Dataset\images\3368.jpg,5,-0.634179,0.437621
Dataset\images\3369.jpg,7,-0.634921,0.619048
Dataset\images\337.jpg,1,0.510957,0.100084
Dataset\images\3371.jpg,0,-0.00483933,0.0338753
Dataset\images\3372.jpg,4,-0.107551,0.786233
Dataset\images\3373.jpg,4,-0.125823,0.488773
Dataset\images\3374.jpg,0,-0.0301932,-0.0388199
Dataset\images\3375.jpg,3,0.464576,0.808169
Dataset\images\3376.jpg,7,-0.612491,0.664251
Dataset\images\3377.jpg,3,0.401139,0.418392
Dataset\images\3378.jpg,5,-0.622634,0.483164
Dataset\images\3379.jpg,0,-0.0714286,0.0793651
Dataset\images\338.jpg,5,-0.920635,0.365079
Dataset\images\3381.jpg,6,-0.5,0.103175
Dataset\images\3382.jpg,5,-0.68254,0.484127
Dataset\images\3383.jpg,1,0.5,0.0873016
Dataset\images\3384.jpg,6,-0.388889,0.119048
Dataset\images\3385.jpg,3,-0.0790139,0.863885
Dataset\images\3386.jpg,4,-0.0967867,0.609756
Dataset\images\3387.jpg,7,-0.169377,0.643631
Dataset\images\3388.jpg,2,-0.928571,-0.174603
Dataset\images\3389.jpg,7,-0.309717,0.377468
Dataset\images\339.jpg,7,-0.658149,0.658149
Dataset\images\3390.jpg,4,-0.0793651,0.706349
Dataset\images\3392.jpg,7,-0.494771,0.574713
Dataset\images\3393.jpg,5,-0.857143,0.388889
Dataset\images\3395.jpg,6,-0.396825,0.65873
Dataset\images\3398.jpg,1,0.516224,0.126422
Dataset\images\3399.jpg,1,0.489886,0.110619
Dataset\images\34.jpg,7,-0.300039,0.333914
Dataset\images\3400.jpg,0,-0.0634921,0.103175
Dataset\images\3401.jpg,6,-0.619435,0.411343
Dataset\images\3402.jpg,5,-0.880952,0.428571
Dataset\images\3403.jpg,7,-0.365079,0.230159
Dataset\images\3404.jpg,4,-0.2082,0.779415
Dataset\images\3405.jpg,6,-0.373016,0.833333
Dataset\images\3406.jpg,6,-0.483164,0.826858
Dataset\images\3407.jpg,1,0.830654,0.233502
Dataset\images\3408.jpg,0,0.347661,-0.126422
Dataset\images\341.jpg,4,-0.0776398,0.491718
Dataset\images\3411.jpg,2,-0.515873,-0.468254
Dataset\images\3412.jpg,7,-0.619435,0.648471
Dataset\images\3413.jpg,0,0.0,-0.015873
Dataset\images\3414.jpg,5,-0.740418,0.421022
Dataset\images\3415.jpg,5,-0.920635,0.373016
Dataset\images\3416.jpg,6,-0.438334,0.787009
Dataset\images\3417.jpg,6,-0.269841,0.579365
Dataset\images\3420.jpg,3,0.0629113,0.493612
Dataset\images\3421.jpg,6,-0.483164,0.826858
Dataset\images\3422.jpg,3,0.12836,0.548676
Dataset\images\3423.jpg,2,-0.452899,-0.14234
Dataset\images\3424.jpg,6,-0.159593,0.543478
Dataset\images\3425.jpg,4,-0.174216,0.788811
Dataset\images\3426.jpg,6,-0.448296,0.782028
Dataset\images\3427.jpg,4,-0.109649,0.97901
Dataset\images\3428.jpg,1,0.611111,-0.119048
Dataset\images\3429.jpg,6,-0.338753,0.614595
Dataset\images\3433.jpg,6,-0.423472,0.883675
Dataset\images\3435.jpg,4,-0.206349,0.761905
Dataset\images\3436.jpg,7,-0.658149,0.658149
Dataset\images\3437.jpg,7,-0.300039,0.353271
Dataset\images\3438.jpg,2,-0.517598,-0.14234
Dataset\images\3439.jpg,2,-0.952381,-0.126984
Dataset\images\3440.jpg,4,-0.110619,0.842815
Dataset\images\3443.jpg,7,-0.579365,0.611111
Dataset\images\3445.jpg,3,0.285521,0.672667
Dataset\images\3446.jpg,1,0.793651,0.10352
Dataset\images\3447.jpg,1,0.460317,0.119048
